Test Name, UCT_AST_9AH_B2_CYCLE B
Test Date, 2024/03/11 03:10:39 PM
Operator ID, Uyilo
, 
Program Name, UCT_AST9AH_CYCLE_50
Program Description, 50-Repetition Bulk-Absorptiin_Float-Discharge Cycling program for 12V AGM
Program Database, C:\VisuaLCN\Programs\Standard tests.mdb
, 
Module Type, fj
Module Description, LCV 16-100-12
Address, Port: 1, Sys Controller: 1  Circuit: 8
Name, Channel 8
Device ID, Unknown
, 
Notes,   5.21b, MDB 9.542024/03/11 03:10:34 PM - Started by Masa 
Editable Notes, 

Total Time,Cycle,Loop Counter #1,Loop Counter #2,Loop Counter #3,Step,Step time,Current,Voltage,Power,Amp-Hours,Watt-Hours,Unassigned A1,Unassigned A2,Mode,Data Acquisition Flag,
5.0,1,1,1,1,1,5.0,1.5,11.44,17.1,0,0.02,0,0,CHRG, ,
10.0,1,1,1,1,1,10.0,1.5,11.465,17.1,0,0.04,0,0,CHRG, ,
15.0,1,1,1,1,1,15.0,1.5,11.482,17.2,0,0.07,0,0,CHRG, ,
20.0,1,1,1,1,1,20.0,1.5,11.496,17.2,0,0.09,0,0,CHRG, ,
25.0,1,1,1,1,1,25.0,1.5,11.508,17.2,0.01,0.11,0,0,CHRG, ,
30.0,1,1,1,1,1,30.0,1.5,11.519,17.2,0.01,0.14,0,0,CHRG, ,
35.0,1,1,1,1,1,35.0,1.5,11.529,17.2,0.01,0.16,0,0,CHRG, ,
40.0,1,1,1,1,1,40.0,1.5,11.539,17.3,0.01,0.19,0,0,CHRG, ,
45.0,1,1,1,1,1,45.0,1.5,11.546,17.3,0.01,0.21,0,0,CHRG, ,
50.0,1,1,1,1,1,50.0,1.5,11.555,17.3,0.02,0.23,0,0,CHRG, ,
55.0,1,1,1,1,1,55.0,1.5,11.562,17.3,0.02,0.26,0,0,CHRG, ,
60.0,1,1,1,1,1,60.0,1.5,11.568,17.3,0.02,0.28,0,0,CHRG, ,
65.0,1,1,1,1,1,65.0,1.5,11.574,17.3,0.02,0.31,0,0,CHRG, ,
70.0,1,1,1,1,1,70.0,1.5,11.579,17.3,0.02,0.33,0,0,CHRG, ,
75.0,1,1,1,1,1,75.0,1.5,11.584,17.3,0.03,0.35,0,0,CHRG, ,
80.0,1,1,1,1,1,80.0,1.5,11.59,17.3,0.03,0.38,0,0,CHRG, ,
85.0,1,1,1,1,1,85.0,1.5,11.594,17.3,0.03,0.4,0,0,CHRG, ,
90.0,1,1,1,1,1,90.0,1.5,11.599,17.3,0.03,0.43,0,0,CHRG, ,
95.0,1,1,1,1,1,95.0,1.5,11.602,17.3,0.03,0.45,0,0,CHRG, ,
100.0,1,1,1,1,1,100.0,1.5,11.606,17.3,0.04,0.47,0,0,CHRG, ,
105.0,1,1,1,1,1,105.0,1.5,11.609,17.3,0.04,0.5,0,0,CHRG, ,
110.0,1,1,1,1,1,110.0,1.5,11.613,17.4,0.04,0.52,0,0,CHRG, ,
115.0,1,1,1,1,1,115.0,1.5,11.615,17.4,0.04,0.55,0,0,CHRG, ,
120.0,1,1,1,1,1,120.0,1.5,11.619,17.4,0.04,0.57,0,0,CHRG, ,
125.0,1,1,1,1,1,125.0,1.5,11.622,17.4,0.05,0.59,0,0,CHRG, ,
130.0,1,1,1,1,1,130.0,1.5,11.625,17.4,0.05,0.62,0,0,CHRG, ,
135.0,1,1,1,1,1,135.0,1.5,11.627,17.4,0.05,0.64,0,0,CHRG, ,
140.0,1,1,1,1,1,140.0,1.5,11.63,17.4,0.05,0.67,0,0,CHRG, ,
145.0,1,1,1,1,1,145.0,1.5,11.633,17.4,0.06,0.69,0,0,CHRG, ,
