Test Name, UCT_AST_9AH_B3_CYCLE B
Test Date, 2024/03/11 03:10:58 PM
Operator ID, Uyilo
, 
Program Name, UCT_AST9AH_CYCLE_50
Program Description, 50-Repetition Bulk-Absorptiin_Float-Discharge Cycling program for 12V AGM
Program Database, C:\VisuaLCN\Programs\Standard tests.mdb
, 
Module Type, fj
Module Description, LCV 16-100-12
Address, Port: 1, Sys Controller: 1  Circuit: 12
Name, Channel 12
Device ID, Unknown
, 
Notes,   5.21b, MDB 9.542024/03/11 03:10:54 PM - Started by Masa 
Editable Notes, 

Total Time,Cycle,Loop Counter #1,Loop Counter #2,Loop Counter #3,Step,Step time,Current,Voltage,Power,Amp-Hours,Watt-Hours,Unassigned A1,Unassigned A2,Mode,Data Acquisition Flag,
5.0,1,1,1,1,1,5.0,1.5,11.361,17,0,0.02,0,0,CHRG, ,
10.0,1,1,1,1,1,10.0,1.5,11.387,17,0,0.04,0,0,CHRG, ,
15.0,1,1,1,1,1,15.0,1.5,11.406,17,0,0.07,0,0,CHRG, ,
20.0,1,1,1,1,1,20.0,1.5,11.422,17.1,0,0.09,0,0,CHRG, ,
25.0,1,1,1,1,1,25.0,1.5,11.437,17.1,0.01,0.11,0,0,CHRG, ,
30.0,1,1,1,1,1,30.0,1.49,11.449,17,0.01,0.14,0,0,CHRG, ,
35.0,1,1,1,1,1,35.0,1.5,11.46,17.1,0.01,0.16,0,0,CHRG, ,
40.0,1,1,1,1,1,40.0,1.5,11.469,17.1,0.01,0.18,0,0,CHRG, ,
45.0,1,1,1,1,1,45.0,1.5,11.478,17.2,0.01,0.21,0,0,CHRG, ,
50.0,1,1,1,1,1,50.0,1.5,11.486,17.2,0.02,0.23,0,0,CHRG, ,
55.0,1,1,1,1,1,55.0,1.5,11.494,17.2,0.02,0.26,0,0,CHRG, ,
60.0,1,1,1,1,1,60.0,1.5,11.501,17.2,0.02,0.28,0,0,CHRG, ,
65.0,1,1,1,1,1,65.0,1.49,11.507,17.1,0.02,0.3,0,0,CHRG, ,
70.0,1,1,1,1,1,70.0,1.5,11.512,17.2,0.02,0.33,0,0,CHRG, ,
75.0,1,1,1,1,1,75.0,1.5,11.517,17.2,0.03,0.35,0,0,CHRG, ,
80.0,1,1,1,1,1,80.0,1.5,11.522,17.2,0.03,0.37,0,0,CHRG, ,
85.0,1,1,1,1,1,85.0,1.5,11.527,17.2,0.03,0.4,0,0,CHRG, ,
90.0,1,1,1,1,1,90.0,1.5,11.531,17.2,0.03,0.42,0,0,CHRG, ,
95.0,1,1,1,1,1,95.0,1.5,11.535,17.2,0.03,0.45,0,0,CHRG, ,
100.0,1,1,1,1,1,100.0,1.5,11.538,17.2,0.04,0.47,0,0,CHRG, ,
105.0,1,1,1,1,1,105.0,1.5,11.542,17.3,0.04,0.49,0,0,CHRG, ,
110.0,1,1,1,1,1,110.0,1.5,11.545,17.3,0.04,0.52,0,0,CHRG, ,
115.0,1,1,1,1,1,115.0,1.5,11.548,17.3,0.04,0.54,0,0,CHRG, ,
120.0,1,1,1,1,1,120.0,1.5,11.551,17.3,0.04,0.57,0,0,CHRG, ,
125.0,1,1,1,1,1,125.0,1.5,11.554,17.3,0.05,0.59,0,0,CHRG, ,
130.0,1,1,1,1,1,130.0,1.5,11.557,17.3,0.05,0.61,0,0,CHRG, ,
135.0,1,1,1,1,1,135.0,1.5,11.56,17.3,0.05,0.64,0,0,CHRG, ,
140.0,1,1,1,1,1,140.0,1.5,11.563,17.3,0.05,0.66,0,0,CHRG, ,
145.0,1,1,1,1,1,145.0,1.5,11.565,17.3,0.06,0.69,0,0,CHRG, ,
